Classifier,CV_Folds,Accuracy_Mean,Accuracy_Std,F1_Mean,F1_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,AUC_ROC_Mean,AUC_ROC_Std,MCC_Mean,MCC_Std,Top_Feature_1,Top_Feature_2,Top_Feature_3,True_Negative,False_Positive,False_Negative,True_Positive,Selected_Features_Count
Naive Bayes (Kolmogorov-Smirnov),100,0.7224784254833115,0.021484042955117494,0.719043199566581,0.02452147108838848,0.7278642611451376,0.022381355766754388,0.7113632119514474,0.03670472524695525,0.7979389372829021,0.018826964573477174,0.44561073276633484,0.04288632969988401,tiny_group,X5_P,aliphatic_group,11290,4100,4442,10948,
Integrated-SelectFromModel (L1-LR selector) + LR,100,0.9030850501290238,0.015717850048705084,0.9033227195632314,0.015321023513118022,0.9021732550893313,0.024512889033555037,0.9051290213054919,0.02132053662276287,0.9502397184769227,0.013802862723751535,0.8067632702668329,0.031347818937260324,X4_N,X4_M,X4_G,13867,1523,1460,13930,233.0
Integrated-SelectFromModel (L1-LR selector) + SVM,100,0.9254376242649855,0.016108778530233386,0.9300158142479426,0.014273522974967761,0.8788099940274394,0.02492752125557611,0.9880417621594091,0.009319123591893432,0.9504416532453202,0.014000121042720443,0.8580375343001296,0.02946211707165313,X4_N,X4_M,X4_G,13279,2111,184,15206,233.0
Integrated-SelectFromModel (L1-LR selector) + KNN,100,0.5103316553153686,0.0060597263481825,0.045358875617833264,0.021417577600698522,0.8856031746031746,0.19684782962281014,0.023391902215431633,0.011326889022165061,0.8059360011222121,0.021511132102061924,0.08837434358152092,0.040879375300638225,X4_N,X4_M,X4_G,15348,42,15030,360,233.0
Integrated-SelectFromModel (L1-LR selector) + Naive Bayes,100,0.8574384491729767,0.01984006585997045,0.8505067481358121,0.021626363131782348,0.8937806154799196,0.025907292938395072,0.8120753756047874,0.03147135763789341,0.9372467430498372,0.015986682793955924,0.7184831253662164,0.03938216459876583,X4_N,X4_M,X4_G,13894,1496,2892,12498,233.0
Integrated-SelectFromModel (RF selector) + RF,100,0.9090317906848852,0.017560318096803005,0.9088115354503503,0.017909743489654798,0.9109046257041293,0.02155035874094596,0.9072735760971053,0.025707316068430245,0.9701119841876144,0.007960897185731196,0.8185481035311613,0.034922300428730645,acidic_group,non-polar_group,charge,14017,1373,1427,13963,233.0
Integrated-SelectFromModel (RF selector) + LR,100,0.9113031431109607,0.016932652385908575,0.9127626725707476,0.016495662994328343,0.8988840131170519,0.023873919564709103,0.9276716747304983,0.022175895496665946,0.9549868404662141,0.01355834609154265,0.8235970180130281,0.033579530504526466,acidic_group,non-polar_group,charge,13773,1617,1113,14277,233.0
Integrated-SelectFromModel (RF selector) + KNN,100,0.5039956216422015,0.004040812832190396,0.018155175776164188,0.014498013757489906,0.6916666666666668,0.43533192955363254,0.009225023342670401,0.007420632053312462,0.7458219954648528,0.0223614207305782,0.046982879108234704,0.04607697976628949,acidic_group,non-polar_group,charge,15371,19,15248,142,233.0
Integrated-RFECV (L1-LR) + LR,100,0.9050014806040864,0.01654555256035371,0.9055702241814341,0.016230042509939396,0.9010528471044903,0.023903246605457232,0.9107189542483661,0.02174728519943768,0.9513950649130176,0.013555830664529657,0.8105785608649276,0.032927267185796215,X8_VL,X5_N,X8_SY,13840,1550,1374,14016,143.0
Integrated-RFECV (L1-LR) + KNN,100,0.5909099369685689,0.12459570004550474,0.2565227069237025,0.29750239988880306,0.8839489830050468,0.1920547500884006,0.2026869535693065,0.2802357374737393,0.8561133888817235,0.055505220607968676,0.2502893823119285,0.23062710323935828,X8_VL,X5_N,X8_SY,15069,321,12271,3119,143.0
Integrated-RFECV (L1-LR) + Naive Bayes,100,0.8321926688946233,0.041495189433934855,0.8148738330885168,0.057723677763112706,0.8952702883861473,0.026002672088902296,0.7531915796621679,0.08941706901192792,0.9341596445740831,0.016803699294180983,0.6753028143696939,0.07303853543307999,X8_VL,X5_N,X8_SY,14023,1367,3798,11592,143.0
