Classifier,CV_Folds,Accuracy_Mean,Accuracy_Std,F1_Mean,F1_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,AUC_ROC_Mean,AUC_ROC_Std,MCC_Mean,MCC_Std,Top_Feature_1,Top_Feature_2,Top_Feature_3,True_Negative,False_Positive,False_Negative,True_Positive,Selected_Features_Count
Decision Tree (Chi-square),100,0.8659528343807529,0.014434527207473203,0.9261425927334689,0.00821934355093508,0.8883518335126549,0.010926874091647972,0.967577455224514,0.016545259240055503,0.7439286148693118,0.04964011112378538,0.23487246413793328,0.10642914836079136,hydrophobic_janin,peptide_len,charge,445,1875,499,14891,
Decision Tree (Kolmogorov-Smirnov),100,0.8652174189043358,0.015549656879150728,0.9257221153682051,0.008899034316587456,0.88801276521075,0.010635751558107798,0.9670579747050335,0.017435693040721942,0.7417685309740937,0.049754318712201304,0.23213672582432174,0.10797007728572741,hydrophobic_janin,peptide_len,charge,440,1880,507,14883,
Naive Bayes (Mann-Whitney),100,0.7902885164730528,0.02850781335875513,0.8716353755092512,0.019292365848252807,0.9293015937059954,0.014094365016883883,0.821315253374077,0.03115178070104571,0.7695379535213295,0.05021559254606465,0.32580847224519927,0.0716113287400392,hydrophobic_janin,hydrophobic_kyte-doolittle,non-polar_group,1356,964,2750,12640,
Naive Bayes (Wilcoxon),100,0.7918691677775662,0.027346025404364427,0.8728052772310424,0.018523318161535216,0.92898720137261,0.014148578224953374,0.8236533401239282,0.030615793160567634,0.7694046773298692,0.05021923300820163,0.3259114566969465,0.07053733038032724,hydrophobic_janin,hydrophobic_kyte-doolittle,non-polar_group,1348,972,2714,12676,
Naive Bayes (Kruskal),100,0.7902885164730528,0.02850781335875513,0.8716353755092512,0.019292365848252807,0.9293015937059954,0.014094365016883883,0.821315253374077,0.03115178070104571,0.7695379535213295,0.05021559254606465,0.32580847224519927,0.0716113287400392,hydrophobic_janin,hydrophobic_kyte-doolittle,non-polar_group,1356,964,2750,12640,
Naive Bayes (Chi-square),100,0.7902885164730528,0.02850781335875513,0.8716353755092512,0.019292365848252807,0.9293015937059954,0.014094365016883883,0.821315253374077,0.03115178070104571,0.7695379535213295,0.05021559254606465,0.32580847224519927,0.0716113287400392,hydrophobic_janin,hydrophobic_kyte-doolittle,non-polar_group,1356,964,2750,12640,
Naive Bayes (Kolmogorov-Smirnov),100,0.7763419666095346,0.028371416846053682,0.8622475721159647,0.01926721068841224,0.9260811749627758,0.014833811889115305,0.8072158560393855,0.030192844677330407,0.7677846475656577,0.051212163636289366,0.2992097974138876,0.07390456267112293,hydrophobic_janin,hydrophobic_eisenberg,hydrophobic_kyte-doolittle,1326,994,2967,12423,
Integrated-SelectFromModel (L1-LR selector) + LR,100,0.7755538627563002,0.025169414673946133,0.8651119392198489,0.016341083787597507,0.9047222468066036,0.01667780864157598,0.8293769629063747,0.026688599970234175,0.6788361410660005,0.06290015128251751,0.2073130090151384,0.08793735257635324,peptide_len,hydrophobic_janin,acidic_group,971,1349,2626,12764,233.0
Integrated-SelectFromModel (L1-LR selector) + SVM,100,0.8691157239890813,0.0023096484504727347,0.9299656279608959,0.0013017736515927407,0.8691015996952962,0.0022711405062578877,1.0,0.0,0.7598129464785476,0.055030679543453,0.0039009474880274697,0.02730663241619229,peptide_len,hydrophobic_janin,acidic_group,2,2318,0,15390,233.0
Integrated-SelectFromModel (L1-LR selector) + KNN,100,0.8696800609407732,0.0036419943763718564,0.9302047570357547,0.001977795849111081,0.8700140818364014,0.0029084545087632967,0.9993506493506494,0.0021536524612697284,0.6941979951291012,0.05662309105368852,0.03944484903322496,0.08098320747249746,peptide_len,hydrophobic_janin,acidic_group,22,2298,10,15380,233.0
Integrated-SelectFromModel (L1-LR selector) + Naive Bayes,100,0.335403097822637,0.03810392482965188,0.4065003595120638,0.05571005532941919,0.902027530777954,0.03742964706079103,0.26420295390883625,0.045994144163388276,0.661577453225471,0.07027576581426832,0.05622752285721309,0.06323293697178123,peptide_len,hydrophobic_janin,acidic_group,1874,446,11324,4066,233.0
Integrated-SelectFromModel (RF selector) + RF,100,0.8783745953151779,0.010163716710230555,0.9342478817637939,0.005469706584977835,0.8810841503331582,0.006889711764076612,0.9942818945760122,0.0067686249481672565,0.7703915210133242,0.04990522918258812,0.24995258350632552,0.11432881934559912,hydrophobic_janin,hydrophobic_eisenberg,hydrophobic_kyte-doolittle,254,2066,88,15302,233.0
Integrated-SelectFromModel (RF selector) + LR,100,0.7479953024820668,0.029578066462914613,0.8437841414495876,0.020616589893004196,0.9129478437631002,0.014568971193742022,0.7849927849927849,0.03202908855636993,0.706022914106354,0.053406078985451445,0.22418726261280358,0.07298321409581053,hydrophobic_janin,hydrophobic_eisenberg,hydrophobic_kyte-doolittle,1166,1154,3309,12081,233.0
Integrated-SelectFromModel (RF selector) + KNN,100,0.8695108868152098,0.002639132390586133,0.9301586028709989,0.00144443466860551,0.8694884993046058,0.0024714861181185685,0.9999350649350649,0.000646095738380917,0.6356454851923202,0.05546541462802012,0.019072410925622264,0.05826429275951097,hydrophobic_janin,hydrophobic_eisenberg,hydrophobic_kyte-doolittle,10,2310,1,15389,233.0
Integrated-RFECV (L1-LR) + LR,100,0.774467720434203,0.027837097549697827,0.8636852999387442,0.018435626039775284,0.9085629682384506,0.017341205538700083,0.8237199728376197,0.030287577815956427,0.6898623835788158,0.062450506853906414,0.22383915648017885,0.09128669686513483,isoelectric_point,peptide_len,X8_SY,1039,1281,2713,12677,189.0
Integrated-RFECV (L1-LR) + KNN,100,0.8699631816162,0.005190767485894586,0.9302940540510031,0.0027298832906908436,0.8708200353328653,0.004350812168730077,0.9985064935064935,0.0030255838330445926,0.6893116284172869,0.05715943716273826,0.05336617112861409,0.10174769900614211,isoelectric_point,peptide_len,X8_SY,40,2280,23,15367,189.0
Integrated-RFECV (L1-LR) + Naive Bayes,100,0.3188040373262236,0.03643819187820023,0.38092426353352055,0.05477396925031632,0.9004824821643368,0.041622083711865654,0.2432026143790849,0.04365366590866567,0.6481504243660574,0.07235346814716859,0.05084196428259993,0.06635931669647122,isoelectric_point,peptide_len,X8_SY,1903,417,11647,3743,189.0
